Longitude,Latitude,ScientificName,SiteVisitID,StartDate,EndDate,SiteID,SiteCode,LocalityDetails,LocationPrecision,ProjectID,ProjectName,OrganisationID,OrganisationName,OrganisationAcronym
152.1833,-27.53118,Phascolarctos cinereus,2095993,10/6/2022,10/6/2022,1733866,INCIDENTAL,"Grantham, QLD, 8km SW of Vinegar Hill, Southeast Queensland",10,14841,Lockyer Community Action Group records,3163,Lockyer Community Action Inc.,LCA
152.130165,-26.869956,Phascolarctos cinereus,2116638,31/8/2022,,1824056,INCIDENTAL,"360 Crumpton Rd, Blackbutt, SEQ",150,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
148.47442,-21.41049,Phascolarctos cinereus,2123776,15/11/2022,15/11/2022,1829072,INCIDENTAL,Homevale NP,150,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
144.86238,-18.08945,Phascolarctos cinereus,2073065,14/3/2022,,1792164,INCIDENTAL,"Forty Mile Scrub National Park, Lemon Scented Track",10,16539,Ian Holloway Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.460553,-27.171109,Phascolarctos cinereus,2073069,27/5/2022,27/5/2022,1792168,INCIDENTAL,"Esk-Kilcoy Rd, Meyers Gully Bridge, SEQ",20,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.64991,-25.62269,Phascolarctos cinereus,2073070,17/5/2022,,1792169,INCIDENTAL,"152 Philip Dr, Teddington, Maryborough",50,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
145.744327,-18.824729,Phascolarctos cinereus,2074360,25/3/2022,25/3/2022,1793655,INCIDENTAL,5km W of Mt Fox,20,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.22909,-24.67405,Phascolarctos cinereus,2075548,6/1/2022,,1792771,INCIDENTAL,"Moore Park Beach, NNW of Bundaberg",50,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
153.1544,-27.61941,Phascolarctos cinereus,2074850,19/7/2022,19/7/2022,1793813,INCIDENTAL,"Daisy Hill Conservation Park, Near Tree Discovery Trail",1,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4253982,-27.23853318,Phascolarctos cinereus,2075137,13/8/2022,13/8/2022,1794263,INCIDENTAL,"Sandy Creek, 705m SSW of Mt Glen Rock, South-east Queensland",2,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4234098,-27.23436308,Phascolarctos cinereus,2075138,2/7/2022,2/7/2022,1794264,INCIDENTAL,"Esk, 479m SW of Mt Glen Rock, South-east Queensland",2,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4235453,-27.2355102,Phascolarctos cinereus,2075139,5/8/2022,5/8/2022,1794265,INCIDENTAL,"Sandy Creek, 536m SW of Mt Glen Rock, South-east Queensland",2,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4247711,-27.29758265,Phascolarctos cinereus,2075140,8/5/2022,8/5/2022,1794266,INCIDENTAL,"Esk, 7.2km S of Mt Glen Rock, South-east Queensland",2,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4291723,-27.24118479,Phascolarctos cinereus,2075141,19/8/2022,19/8/2022,1794267,INCIDENTAL,"Esk, 883m S of Mt Glen Rock, South-east Queensland",8,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4290716,-27.24112119,Phascolarctos cinereus,2075142,19/8/2022,19/8/2022,1794268,INCIDENTAL,"Esk, 890m S of Mt Glen Rock, South-east Queensland",8,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4317665,-27.24240995,Phascolarctos cinereus,2101390,27/8/2022,27/8/2022,1814785,INCIDENTAL,"Esk, 1.166km SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4311132,-27.24226865,Phascolarctos cinereus,2101391,27/8/2022,27/8/2022,1814786,INCIDENTAL,"Esk, 1.130km SSW of Mt Glen Rock, South-east Queensland",15,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4319795,-27.24283854,Phascolarctos cinereus,2101392,27/8/2022,27/8/2022,1814787,INCIDENTAL,"Esk, 1.218km SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4319831,-27.24322398,Phascolarctos cinereus,2101393,27/8/2022,27/8/2022,1814788,INCIDENTAL,"Esk, 1.258km SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4327595,-27.24319662,Phascolarctos cinereus,2101395,27/8/2022,27/8/2022,1814790,INCIDENTAL,"Esk, 1.283km SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4329177,-27.24310045,Phascolarctos cinereus,2101396,27/8/2022,27/8/2022,1814791,INCIDENTAL,"Esk, 1.279km SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.433186,-27.24276503,Phascolarctos cinereus,2101397,27/8/2022,27/8/2022,1814792,INCIDENTAL,"Esk, 1.256km SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.433729,-27.24324598,Phascolarctos cinereus,2101425,27/8/2022,27/8/2022,1814796,INCIDENTAL,"Esk, 1.328km SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4339024,-27.24414892,Phascolarctos cinereus,2101429,10/9/2022,10/9/2022,1814800,INCIDENTAL,"Esk, 1.425km SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4340592,-27.2440767,Phascolarctos cinereus,2101430,10/9/2022,10/9/2022,1814801,INCIDENTAL,"Esk, 1.425km SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
144.974973,-21.362665,Phascolarctos cinereus,2101271,6/12/2022,7/12/2022,1814961,INCIDENTAL,Moorrinya N.P. 90km South Of Torrens Ck State route 18,500,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4235799,-27.23551562,Phascolarctos cinereus,2101413,18/11/2022,18/11/2022,1814751,INCIDENTAL,"Esk, 532m SW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4217829,-27.23452662,Phascolarctos cinereus,2101414,17/11/2022,17/11/2022,1814752,INCIDENTAL,"Esk, 634m WSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4253779,-27.23861262,Phascolarctos cinereus,2101415,5/11/2022,5/11/2022,1814753,INCIDENTAL,"Esk, 716m SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.434176,-27.23224834,Phascolarctos cinereus,2101417,14/10/2022,14/10/2022,1814755,INCIDENTAL,"Esk, 635m E of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4342318,-27.23218565,Phascolarctos cinereus,2101418,14/10/2022,14/10/2022,1814756,INCIDENTAL,"Esk, 640m E of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4295514,-27.23972971,Phascolarctos cinereus,2101423,9/8/2022,9/8/2022,1814770,INCIDENTAL,"Esk, 819m SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4292236,-27.24130917,Phascolarctos cinereus,2101424,19/8/2022,19/8/2022,1814771,INCIDENTAL,"Esk, 985m SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4291227,-27.24111253,Phascolarctos cinereus,2101377,19/8/2022,19/8/2022,1814772,INCIDENTAL,"Esk, 962m SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4290103,-27.24112082,Phascolarctos cinereus,2101378,19/8/2022,19/8/2022,1814773,INCIDENTAL,"Esk, 962m SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.428378,-27.24046426,Phascolarctos cinereus,2101379,19/8/2022,19/8/2022,1814774,INCIDENTAL,"Esk, 883m S of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4292451,-27.24078108,Phascolarctos cinereus,2101380,27/8/2022,27/8/2022,1814775,INCIDENTAL,"Esk, 928m SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4288211,-27.24059967,Phascolarctos cinereus,2101381,27/8/2022,27/8/2022,1814776,INCIDENTAL,"Esk, 902m S of Mt Glen Rock, South-east Queensland",10,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4300346,-27.24102214,Phascolarctos cinereus,2101383,27/8/2022,27/8/2022,1814778,INCIDENTAL,"Esk, 969m SSW of Mt Glen Rock, South-east Queensland",10,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4315106,-27.24201354,Phascolarctos cinereus,2101384,27/8/2022,27/8/2022,1814779,INCIDENTAL,"Esk, 1.116km SSW of Mt Glen Rock, ESouth-east Queenslandsk",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.4318714,-27.24228293,Phascolarctos cinereus,2101387,27/8/2022,27/8/2022,1814782,INCIDENTAL,"Esk, 1.156km SSW of Mt Glen Rock, South-east Queensland",5,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.43195,-27.24226573,Phascolarctos cinereus,2101388,27/8/2022,27/8/2022,1814783,INCIDENTAL,"Esk, 1.157km SSW of Mt Glen Rock, South-east Queensland",10,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
145.750642,-18.836973,Phascolarctos cinereus,2096193,14/10/2022,16/10/2022,1809858,INCIDENTAL,"Spring Ck, 5.75 km direct line W of Mt Fox",20,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.88849,-27.64711,Phascolarctos cinereus,2096198,7/11/2022,,1809863,INCIDENTAL,"Bushland between Brookwater and Bellbird Park, Bellbird Park",100,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.9015,-27.62027,Phascolarctos cinereus,2096199,9/11/2022,,1809864,INCIDENTAL,"Ric Nattrass Park, bushland in Goodna",100,103,WildNet Incidental Records,3461,"Department of Environment, Science and Innovation",DES
152.04255,-27.64962,Phascolarctos cinereus,2074122,20/8/2022,20/8/2022,1792989,INCIDENTAL,"Scanlans Road, Stockyard",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.044955,-27.649397,Phascolarctos cinereus,2074123,20/8/2022,20/8/2022,1792990,INCIDENTAL,"Scanlans Road, Stockyard",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.045805,-27.649824,Phascolarctos cinereus,2074124,21/8/2022,21/8/2022,1792991,INCIDENTAL,"Scanlans Road, Stockyard",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.082083,-27.701139,Phascolarctos cinereus,2074125,24/8/2022,24/8/2022,1792992,INCIDENTAL,"Dwyers Scrub Conservation Park, Fordsdale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.08258,-27.70157,Phascolarctos cinereus,2074126,24/8/2022,24/8/2022,1792993,INCIDENTAL,"Dwyers Scrub Conservation Park, Fordsdale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.08463,-27.69736,Phascolarctos cinereus,2074127,31/8/2022,31/8/2022,1792994,INCIDENTAL,"Dwyers Scrub Conservation Park, Fordsdale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.091003,-27.678638,Phascolarctos cinereus,2074130,1/10/2022,1/10/2022,1792997,INCIDENTAL,"East Egypt Road, Mount Whitestone",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.102483,-27.568747,Phascolarctos cinereus,2074131,8/10/2022,8/10/2022,1792998,INCIDENTAL,"Spa Water Road, Iredale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
151.99609,-27.567097,Phascolarctos cinereus,2074132,9/10/2022,9/10/2022,1792999,INCIDENTAL,"Outside Redwood Park, Warrego Highway",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.103011,-27.570395,Phascolarctos cinereus,2074411,11/1/2022,11/1/2022,1793288,INCIDENTAL,"Spa Water Road, Iredale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.110336,-27.566487,Phascolarctos cinereus,2074412,11/1/2022,11/1/2022,1793289,INCIDENTAL,"Spa Water Road, Iredale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.319263,-27.738221,Phascolarctos cinereus,2074413,17/1/2022,17/1/2022,1793290,INCIDENTAL,"Mount Berryman Road, Mount Berryman",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.103011,-27.570395,Phascolarctos cinereus,2074411,11/1/2022,11/1/2022,1793288,INCIDENTAL,"Spa Water Road, Iredale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.110336,-27.566487,Phascolarctos cinereus,2074412,11/1/2022,11/1/2022,1793289,INCIDENTAL,"Spa Water Road, Iredale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
151.985308,-27.638947,Phascolarctos cinereus,2074431,6/2/2022,6/2/2022,1793443,INCIDENTAL,"Gormans Gap, Preston",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
151.687862,-26.358067,Phascolarctos cinereus,2074583,21/2/2022,21/2/2022,1793603,INCIDENTAL,"McKenzie and Andersons Roads, Wilkesdale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.108094,-27.564025,Phascolarctos cinereus,2074584,19/3/2022,19/3/2022,1793604,INCIDENTAL,"Spa Water Road, Iredale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.106567,-27.561695,Phascolarctos cinereus,2074585,3/5/2022,3/5/2022,1793605,INCIDENTAL,"Spa Water Road, Iredale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.008514,-27.683158,Phascolarctos cinereus,2074586,1/6/2022,1/6/2022,1793606,INCIDENTAL,"Rockmount Road, Rockmount",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.035778,-27.531583,Phascolarctos cinereus,2074587,17/7/2022,17/7/2022,1793607,INCIDENTAL,"Wallaces Road, Murphys Creek",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.313263,-27.444683,Phascolarctos cinereus,2074588,31/7/2022,31/7/2022,1793608,INCIDENTAL,"Spring Creek, Adare",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.338328,-27.445449,Phascolarctos cinereus,2074115,15/8/2022,15/8/2022,1792982,INCIDENTAL,"1277 Gatton Esk Road, Spring Creek",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
151.9693169,-27.6421745,Phascolarctos cinereus,2074116,19/8/2022,19/8/2022,1792983,INCIDENTAL,"RM Williams Park, Preston",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.337355,-27.44627,Phascolarctos cinereus,2074117,17/9/2022,17/9/2022,1792984,INCIDENTAL,"1277 Gatton Esk Road, Spring Creek",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.3957,-27.33202,Phascolarctos cinereus,2074118,18/9/2022,18/9/2022,1792985,INCIDENTAL,"Gatton Esk Road near Edinburg Drive, Mt Hallen",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.017543,-27.658964,Phascolarctos cinereus,2074121,7/5/2022,7/5/2022,1792988,INCIDENTAL,"Hell Hole Creek Road, Rockmount",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.421357,-27.578403,Phascolarctos cinereus,2101243,28/10/2022,28/10/2022,1814933,INCIDENTAL,"Hooper Road, Plainland",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.421357,-27.578403,Phascolarctos cinereus,2101245,28/10/2022,28/10/2022,1814935,INCIDENTAL,"End of Hooper Road, Plainland",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.479498,-27.529614,Phascolarctos cinereus,2101246,4/11/2022,4/11/2022,1814936,INCIDENTAL,"8 Cambridge Place, Kensington Grove",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
151.982059,-27.57125,Phascolarctos cinereus,2101247,4/11/2022,4/11/2022,1814937,INCIDENTAL,"Toowoomba Scenic Road Stop, Toowoomba",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.387622,-27.582292,Phascolarctos cinereus,2101248,18/10/2022,18/10/2022,1814938,INCIDENTAL,"Waddington Parade, Forest Hill",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.052636,-27.444572,Phascolarctos cinereus,2101249,4/10/2022,4/10/2022,1814939,INCIDENTAL,"274 Penderests Road, Murphys Creek",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.108139,-27.564028,Phascolarctos cinereus,2101250,9/11/2022,9/11/2022,1814940,INCIDENTAL,"Spa Water Road, Iredale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.108139,-27.564028,Phascolarctos cinereus,2101250,9/11/2022,9/11/2022,1814940,INCIDENTAL,"Spa Water Road, Iredale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.938499,-28.186342,Phascolarctos cinereus,2101251,17/11/2022,17/11/2022,1814941,INCIDENTAL,"473 Oaky Creek Rd, Oaky Creek, Qld 4285",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.332963,-27.532748,Phascolarctos cinereus,2101252,20/11/2022,20/11/2022,1814942,INCIDENTAL,"Lake Clarendon Way, Clarendon",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.456168,-27.504764,Phascolarctos cinereus,2101253,20/11/2022,20/11/2022,1814943,INCIDENTAL,"80 Brightview Road, Brightview.",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.348503,-27.544409,Phascolarctos cinereus,2101254,1/10/2022,1/10/2022,1814944,INCIDENTAL,Warrego Highway between Qualipack and McDonalds,50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.689249,-27.992924,Phascolarctos cinereus,2101255,7/11/2022,7/11/2022,1814945,INCIDENTAL,"44 Macquarie Street, Boonah",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.47914,-27.529986,Phascolarctos cinereus,2101256,22/11/2022,22/11/2022,1814946,INCIDENTAL,"Cambridge Place, Kensington Grove",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.2852994,-27.5519756,Phascolarctos cinereus,2101257,5/10/2022,5/10/2022,1814947,INCIDENTAL,"25 Skinner St, Gatton",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.321371,-27.46565,Phascolarctos cinereus,2101258,7/10/2022,7/10/2022,1814948,INCIDENTAL,"Kruger Road, Spring Creek",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.540161,-27.415078,Phascolarctos cinereus,2101259,21/11/2022,21/11/2022,1814949,INCIDENTAL,"Lockyer Creek, Mahon Road, Coominya",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
151.975945,-27.646132,Phascolarctos cinereus,2101260,7/11/2022,7/11/2022,1814950,INCIDENTAL,"Preston Boundary Road, Preston",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.45804,-27.50847,Phascolarctos cinereus,2101261,5/12/2022,5/12/2022,1814951,INCIDENTAL,"5 Tallowood Court, Brightview",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.046111,-27.638889,Phascolarctos cinereus,2101262,19/12/2022,19/12/2022,1814952,INCIDENTAL,"Sutcliffes Road, Flagstone Creek",100,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.318557,-27.505389,Phascolarctos cinereus,2101263,16/12/2022,16/12/2022,1814953,INCIDENTAL,"Tallaringa Drive, Adare",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.010005,-27.557151,Phascolarctos cinereus,2101264,16/12/2022,16/12/2022,1814954,INCIDENTAL,"796 Toowoomba Connection Road, Withcott",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.011125,-27.557109,Phascolarctos cinereus,2101265,18/12/2022,18/12/2022,1814955,INCIDENTAL,Bottom of Toowoomba range,50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.369328,-27.463953,Phascolarctos cinereus,2101266,19/12/2022,19/12/2022,1814956,INCIDENTAL,"Cnr Kelly and Main Green Swamp Roads, Lockyer Waters",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.454475,-27.533247,Phascolarctos cinereus,2101267,23/12/2022,23/12/2022,1814957,INCIDENTAL,"End of Bond Court, Kensington Road",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.382149,-27.084551,Phascolarctos cinereus,2101268,26/12/2022,26/12/2022,1814958,INCIDENTAL,Toogoolawah,50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.382181,-27.084312,Phascolarctos cinereus,2101269,26/12/2022,26/12/2022,1814959,INCIDENTAL,Toogoolawah,50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.6524681,-27.4469314,Phascolarctos cinereus,2101270,31/12/2022,31/12/2022,1814960,INCIDENTAL,"Poole Road, Fernvale",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
152.08943,-27.686136,Phascolarctos cinereus,2077494,1/10/2022,1/10/2022,1795385,INCIDENTAL,"East Egypt Road, Mount Whitestone",50,17081,Koala Project,3721,Lockyer Uplands Catchments Inc,LUCI
153.008,-26.382356,Phascolarctos cinereus,2100726,23/5/2022,23/5/2022,1814368,INCIDENTAL,Stephens Street Tewantin,15,17020,Noosa Council miscellaneous wildlife records,54,Noosa Shire Council,
152.8056,-26.4258,Phascolarctos cinereus,2100643,27/5/2022,27/5/2022,1814373,INCIDENTAL,979 Black Mountain Road Federal,50,17020,Noosa Council miscellaneous wildlife records,54,Noosa Shire Council,
152.9189,-26.3024,Phascolarctos cinereus,2100652,22/6/2022,22/6/2022,1814382,INCIDENTAL,417 Cootharaba Road Cootharaba,15,17020,Noosa Council miscellaneous wildlife records,54,Noosa Shire Council,
152.9333202,-26.36487894,Phascolarctos cinereus,2100768,27/11/2022,27/11/2022,1814329,INCIDENTAL,"Little Springs Lane, 110m east of end of lane, Lake Macdonald",15,17020,Noosa Council miscellaneous wildlife records,54,Noosa Shire Council,
152.9333202,-26.36487894,Phascolarctos cinereus,2100768,27/11/2022,27/11/2022,1814329,INCIDENTAL,"Little Springs Lane, 110m east of end of lane, Lake Macdonald",15,17020,Noosa Council miscellaneous wildlife records,54,Noosa Shire Council,
152.8056,-26.4258,Phascolarctos cinereus,2100790,26/8/2022,26/8/2022,1814350,INCIDENTAL,979 Black Mountain Road Federal,100,17019,Noosa Council's Land for Wildlife program wildlife surveys,54,Noosa Shire Council,
152.8056,-26.4258,Phascolarctos cinereus,2100801,10/9/2022,10/9/2022,1814350,INCIDENTAL,979 Black Mountain Road Federal,100,17019,Noosa Council's Land for Wildlife program wildlife surveys,54,Noosa Shire Council,
152.8824,-26.3419,Phascolarctos cinereus,2100802,24/10/2022,24/10/2022,1814361,INCIDENTAL,75 McCabes Road Pomona,100,17019,Noosa Council's Land for Wildlife program wildlife surveys,54,Noosa Shire Council,
152.8056,-26.4258,Phascolarctos cinereus,2100803,28/10/2022,28/10/2022,1814350,INCIDENTAL,979 Black Mountain Road Federal,100,17019,Noosa Council's Land for Wildlife program wildlife surveys,54,Noosa Shire Council,
152.9857,-26.3646,Phascolarctos cinereus,2100804,6/11/2022,6/11/2022,1814362,INCIDENTAL,260 Illoura Place Cooroibah,100,17019,Noosa Council's Land for Wildlife program wildlife surveys,54,Noosa Shire Council,
152.9207,-26.3031,Phascolarctos cinereus,2094744,10/1/2022,10/1/2022,1809066,INCIDENTAL,449 Cootharaba Road Cootharaba,50,17019,Noosa Council's Land for Wildlife program wildlife surveys,54,Noosa Shire Council,
152.8073,-26.426,Phascolarctos cinereus,2094745,5/4/2022,5/4/2022,1809067,INCIDENTAL,34 Padilpa Road Federal,50,17019,Noosa Council's Land for Wildlife program wildlife surveys,54,Noosa Shire Council,
152.8339,-26.4228,Phascolarctos cinereus,2094748,3/5/2022,3/5/2022,1809070,INCIDENTAL,637 Black Mountain Road Black Mountain,50,17019,Noosa Council's Land for Wildlife program wildlife surveys,54,Noosa Shire Council,
153.0176,-26.3767,Phascolarctos cinereus,2094761,1/2/2022,1/2/2022,1809083,INCIDENTAL,Tewantin National Park,200,17020,Noosa Council miscellaneous wildlife records,54,Noosa Shire Council,
152.891,-26.4148,Phascolarctos cinereus,2094762,15/2/2022,15/2/2022,1809084,INCIDENTAL,Tewantin National Park,100,17020,Noosa Council miscellaneous wildlife records,54,Noosa Shire Council,
