ld,Record No,Koala Name,Date,Year,Call Date Time,LAT,LNG,Adult Fate Other,Adult Size,Adult Gender,Adult Situation,Young Present,Adult Fate,Young Fate Other,Koala Found Address,Koala Post Code,LGA,Sick,Injured,Caused By Dog,Orphaned,Under Threat,Dead,Conjunctivitis,Cystitis,Wasted,Vehicle Hit,Road Speed Limit,Fall,Injury Other,Field Comments
77,A 65672,ALEXANDRA,Feb-18,2018,2018-02-01T00:00:00,-27.518576,153.2203795,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Alexandra Hills High School,4161,Redland City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
83,A 65675,DOA,Feb-18,2018,2018-02-04T00:00:00,-27.5034688,153.2444249,,Adult (More than 4kg),,On ground,FALSE,Hospital,,72 Starkey Street,4160,Redland City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
87,A 65676,DOA,Feb-18,2018,2018-02-05T00:00:00,-27.5479723,153.2599839,,Sub-Adult (2-4kg),,On ground,FALSE,Hospital,,South Street,4163,Redland City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,60,FALSE,,
128,A 66662,DOA,Feb-18,2018,2018-02-26T00:00:00,-27.4902995,153.239122,,Adult (More than 4kg),,On ground,FALSE,Hospital,,476 Main Street,4160,Redland City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
132,A 66954,RODNEY,Feb-18,2018,2018-02-28T00:00:00,-27.5228113,153.2139352,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,Windermere Road,4161,Redland City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
80,A 66303,ARCHIE,Feb-18,2018,2018-02-03T00:00:00,-27.2111264,152.9868019,,Adult (More than 4kg),,In tree,FALSE,Hospital,,445 Old Gympie Road,4504,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
82,A 66304,RASIDA,Feb-18,2018,2018-02-04T00:00:00,-27.3233512,152.9321532,,Adult (More than 4kg),,On ground,FALSE,Hospital,,10 Barker Street,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
86,A 66305,CREEK,Feb-18,2018,2018-02-05T00:00:00,-27.07828,152.914478,,Adult (More than 4kg),,On ground,FALSE,Hospital,,70 Faye Road,4510,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
97,A 66308,MAKA,Feb-18,2018,2018-02-10T00:00:00,-27.2788825,152.9498095,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Todds Road,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
100,A 66309,ATHENA,Feb-18,2018,2018-02-11T00:00:00,-27.1285904,152.8189204,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Zillman Road,4521,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
107,A 60472,EOA,Feb-18,2018,2018-02-13T00:00:00,-27.225253,152.98599,,Adult (More than 4kg),,On ground,FALSE,Hospital,,31 Conquest Blvd,4503,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
108,A 64538,TROY,Feb-18,2018,2018-02-14T00:00:00,-27.2042715,152.9851079,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Old Gympie Road,4504,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
109,A 64539,LOGGIE,Feb-18,2018,2018-02-14T00:00:00,-27.3562993,152.9504279,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,62 Cressbrook Drive,4035,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
110,A 66355,DOA,Feb-18,2018,2018-02-14T00:00:00,-27.266762,152.953009,taken to Frenchs Forest vet,Adult (More than 4kg),,On ground,FALSE,Hospital,,Youngs Crossing Road,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
111,A 60473,KURT,Feb-18,2018,2018-02-15T00:00:00,-27.278475,152.948979,,Sub-Adult (2-4kg),,In tree,FALSE,Hospital,,Young Crossing Road,4500,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
115,A 66313,BORRIS,Feb-18,2018,2018-02-17T00:00:00,-27.2886183,152.8608632,,Adult (More than 4kg),,In tree,FALSE,Hospital,,4 Grayson Street,4520,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
117,A 66356,DOA,Feb-18,2018,2018-02-18T00:00:00,-27.2612458,152.959876,,Sub-Adult (2-4kg),,On ground,FALSE,Hospital,,26 Frenchs Road,4502,Moreton Bay Regional ,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
120,A 60474,RATA,Feb-18,2018,2018-02-20T00:00:00,-27.1824761,152.9295789,,Adult (More than 4kg),,In tree,FALSE,Hospital,,27 Piccabeen Court,4504,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
124,A 63722,BUNNY 3,Feb-18,2018,2018-02-23T00:00:00,-27.2177753,153.0631295,Vet,Adult (More than 4kg),,In tree,FALSE,Hospital,,Bremner Road,4022,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
129,A 66318,MBKR,Feb-18,2018,2018-02-26T00:00:00,-27.282521,152.9970226,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Lawnton Pocket Road,4501,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
130,A 66317,ROWEN,Feb-18,2018,2018-02-26T00:00:00,-27.2817982,152.9905175,,Young (up to 2kg),,In captivity,FALSE,Hospital,,Lawnton Pocket Road,4501,Moreton Bay Regional ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
131,A 63013,MOBIL,Feb-18,2018,2018-02-27T00:00:00,-27.2453742,152.9450492,taken into care by KRQ,Adult (More than 4kg),,In captivity,FALSE,Hospital,,Scouts Road,4503,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
106,A 65946,ISABELL,Feb-18,2018,2018-02-13T00:00:00,-27.838569,153.0966705,,Young (up to 2kg),,In captivity,FALSE,Hospital,,Willamson Road,4270,Logan City ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
90,A 64536,SPENCER,Feb-18,2018,2018-02-06T00:00:00,-27.526215,152.443717,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,48 Staatz Quarry Road,4341,Lockyer Valley Regional ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
89,A 63361,EOA,Feb-18,2018,2018-02-06T00:00:00,-27.7182007,152.6075203,,Adult (More than 4kg),,In captivity,FALSE,Hospital,,Goebels Road,4340,Ipswich City ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,,
91,A 66306,TODD,Feb-18,2018,2018-02-06T00:00:00,-26.2366554,152.6398603,,Adult (More than 4kg),,In tree,FALSE,Hospital,,31 Pine Valley Drive,4570,Gympie Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
126,A 66319,MILLHOUSE,Feb-18,2018,2018-02-26T00:00:00,-26.293002,152.6134386,,Adult (More than 4kg),,Other,FALSE,Hospital,,Mooloo Road,4570,Gympie Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
75,A 65257,MUM,Feb-18,2018,2018-02-01T00:00:00,-27.8924462,153.3164961,CWS,Adult (More than 4kg),,On ground,TRUE,Hospital,CWS - pouch baby,16 Tradewinds Drive,4212,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
76,A 65258,CELIA,Feb-18,2018,2018-02-01T00:00:00,-28.1478039,153.4582528,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,83 Galleon Way,4223,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
84,A 65251,BOO,Feb-18,2018,2018-02-04T00:00:00,-28.1650754,153.4505802,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,9 Bulbul Place,4223,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,FALSE,,
92,A 65261,PEACH,Feb-18,2018,2018-02-07T00:00:00,-28.1513296,153.4159531,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,102 Patch Creek Road,4228,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
99,A 65259,DOA,Feb-18,2018,2018-02-10T00:00:00,-28.1189875,153.4411572,CWS,Sub-Adult (2-4kg),,On ground,FALSE,Hospital,,90 Tallebudgera Creek Road,4228,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
114,A 65268,CAMILLA,Feb-18,2018,2018-02-17T00:00:00,-28.1716743,153.4355305,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,547 Currumbin Creek Road,4223,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
116,A 65820,LILLY,Feb-18,2018,2018-02-17T00:00:00,-27.8342316,153.3708852,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,2 Jasner Lane,4209,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
123,A 65275,BILLY,Feb-18,2018,2018-02-22T00:00:00,-27.8955112,153.3274162,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,108 Helensvale Road,4212,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,,
127,A 65280,DOA,Feb-18,2018,2018-02-26T00:00:00,-27.9555628,153.3589884,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,48 Woodlands Way,4214,Gold Coast City ,,,,,,,,,,,,,,
122,A 66315,WILSON,Feb-18,2018,2018-02-21T00:00:00,-25.569111,152.6476759,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Three Mile Road,4650,Fraser Coast Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,tracking collar rubbing
78,A 64694,BUTCH,Feb-18,2018,2018-02-01T00:00:00,-27.4752152,153.0949524,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,48 Rembrandt Street,4152,Brisbane City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
81,A 64535,EOA,Feb-18,2018,2018-02-03T00:00:00,-27.3821498,152.9828529,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Old Northern Road,4053,Brisbane City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
94,A 64697,EOA,Feb-18,2018,2018-02-08T00:00:00,-27.5049007,153.0806403,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Citrine Street,4152,Brisbane City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
113,A 65649,NANCY,Feb-18,2018,2018-02-16T00:00:00,-27.5136942,153.1158952,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,216 Ewer Street,4152,Brisbane City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
118,A 44999,BRIDGETTE,Feb-18,2018,2018-02-19T00:00:00,-27.5016163,153.1115853,RSPCA,Adult (More than 4kg),,Other,FALSE,Hospital,,Old Cleveland Road,4152,Brisbane City ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
125,A 64700,LISA,Feb-18,2018,2018-02-23T00:00:00,-27.5449707,153.0818905,RSPCA,Young (up to 2kg),,In captivity,FALSE,Hospital,,1648 Logan Road,4122,Brisbane City ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,mum killed by car,
134,A 64452,MABEL,Feb-18,2018,2018-02-28T00:00:00,-27.5010116,153.107193,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Old Cleveland Road,4152,Brisbane City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,70,FALSE,,
162,A 66325,PENNY,Mar-18,2018,2018-03-21T00:00:00,-26.883565,152.9163442,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Old Gympie Road,4518,Sunshine Coast Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
137,A 66481,EOA,Mar-18,2018,2018-03-02T00:00:00,-28.010977,151.8500595,,Adult (More than 4kg),,In captivity,FALSE,Hospital,,670 West Talgai Road,4362,Southern Downs Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
170,A 64457,SUZIE,Mar-18,2018,2018-03-31T00:00:00,-28.1095336,151.83087,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,216 Bony Mountain Road,4370,Southern Downs Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
139,A 64709,ELIZA,Mar-18,2018,2018-03-03T00:00:00,-27.142675,152.4906955,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Esk Kilcoy Road,4312,Somerset Regional ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
144,A 66537,MAD MAX,Mar-18,2018,2018-03-09T00:00:00,-27.3385894,152.6161782,,Adult (More than 4kg),,In captivity,FALSE,Hospital,,Billies Bay,4306,Somerset Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
148,A 66538,EOA,Mar-18,2018,2018-03-11T00:00:00,-27.1641975,152.4592712,,Adult (More than 4kg),,In captivity,FALSE,Hospital,,22 Nofz Lane,4312,Somerset Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
158,A 64545,DOA,Mar-18,2018,2018-03-17T00:00:00,-27.2354273,152.4182482,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Brisbane Valley Highway,4312,Somerset Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,100,FALSE,,
135,A 65948,RALPH,Mar-18,2018,2018-03-01T00:00:00,-27.9781574,152.5794428,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Morwincha Road,4309,Scenic Rim Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
151,A 66323,SHEREE,Mar-18,2018,2018-03-12T00:00:00,-27.7796851,152.7326285,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Ipswich Boonah Road,4306,Scenic Rim Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
136,A 65677,STANELY,Mar-18,2018,2018-03-02T00:00:00,-27.5421413,153.2574696,,Young (up to 2kg),,On ground,FALSE,Hospital,,16 Riseborough Terrace,4163,Redland City ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
143,A 65678,CHASE,Mar-18,2018,2018-03-07T00:00:00,-27.5484051,153.2544318,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Wellington Road,4164,Redland City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
149,A 54159,WENDY,Mar-18,2018,2018-03-11T00:00:00,-27.5690494,153.196184,,Adult (More than 4kg),,On ground,FALSE,Hospital,,15 Summit Street,4157,Redland City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
165,A 65681,ELIZABETH,Mar-18,2018,2018-03-27T00:00:00,-27.5434795,153.2222033,Manly Road Vet,Adult (More than 4kg),,On ground,FALSE,Hospital,,16 Wimborne Road,4161,Redland City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
168,A 65682,DOA,Mar-18,2018,2018-03-31T00:00:00,-27.5074796,153.2543769,,Adult (More than 4kg),,On ground,FALSE,Hospital,,67 Beckwith Street,4160,Redland City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
172,A 65683,DOA,Mar-18,2018,2018-03-31T00:00:00,-27.5364848,153.2785751,,Adult (More than 4kg),,On ground,FALSE,Hospital,,145 Passage Street,4163,Redland City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,60,FALSE,,
138,A 66320,KAITY,Mar-18,2018,2018-03-03T00:00:00,-27.2682906,152.9515022,,Adult (More than 4kg),,On ground,FALSE,Hospital,,263 Youngs Crossing Road,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
142,A 64540,NIGEL,Mar-18,2018,2018-03-04T00:00:00,-27.3749222,152.9645754,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Dam Road,4055,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
145,A 64542,MULDER,Mar-18,2018,2018-03-09T00:00:00,-27.30002,152.9438765,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,3 Brenda Court,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
152,A 66322,SAMMY,Mar-18,2018,2018-03-12T00:00:00,-27.1917653,152.8414331,,Adult (More than 4kg),,Other,FALSE,Hospital,,5 Willowie Lane,4521,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
154,A 66357,BOULDER,Mar-18,2018,2018-03-14T00:00:00,-27.2889538,152.9983062,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Rob Akers Reserve,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,,
155,A 66324,NICKY,Mar-18,2018,2018-03-15T00:00:00,-27.1508082,152.9735903,,Adult (More than 4kg),,In tree,FALSE,Hospital,,69 Progress Road,4505,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
159,A 66358,DOA,Mar-18,2018,2018-03-19T00:00:00,-27.3029252,152.9963857,,Adult (More than 4kg),,On ground,FALSE,Hospital,,72 Learmonth Street,4500,Moreton Bay Regional ,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
161,A 63942,MAMBA,Mar-18,2018,2018-03-20T00:00:00,-27.2705646,152.9902952,EVE,Young (up to 2kg),,Other,FALSE,Other,,965 Gympie Road,4502,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
157,A 66482,TRACY,Mar-18,2018,2018-03-17T00:00:00,-27.5467994,152.4301309,,Adult (More than 4kg),,In tree,TRUE,Hospital,,76 Hewett Street,4341,Lockyer Valley Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
140,A 65949,FRUITLOOP,Mar-18,2018,2018-03-03T00:00:00,-27.688513,152.7175128,,Adult (More than 4kg),,In tree,FALSE,Hospital,,101 Stevens road,4306,Ipswich City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,,
141,a 65279,BUNNY,Mar-18,2018,2018-03-03T00:00:00,-28.1483693,153.4591971,CWS,Young (up to 2kg),,On ground,FALSE,Hospital,,91 Galleon Way,4223,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
146,A 67154,PHOENIX,Mar-18,2018,2018-03-09T00:00:00,-27.9783427,153.2395573,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,105 Henri Roberts Drive,4211,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
156,A 67201,MRS SCHUSTER,Mar-18,2018,2018-03-17T00:00:00,-28.1234074,153.4400209,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,Heather Street,4221,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
160,A 67203,JEDINAK,Mar-18,2018,2018-03-20T00:00:00,-27.9629988,153.2409276,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,11 Jedinak Court,4210,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
163,A 67206,ARCHIE,Mar-18,2018,2018-03-26T00:00:00,-28.1098323,153.386652,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,28 Skyburnett Street,4227,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
164,A 67207,DOA,Mar-18,2018,2018-03-26T00:00:00,-28.0975376,153.4484878,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,46 Tabilban Street,4220,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
166,A 67219,WILLA,Mar-18,2018,2018-03-29T00:00:00,-28.1718618,153.4356736,CWS,Young (up to 2kg),,In captivity,FALSE,Hospital,,547 Currumbin Creek Road,4223,Gold Coast City ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
167,A 67221,BROWN,Mar-18,2018,2018-03-30T00:00:00,-27.8837762,153.3296729,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,9 Condamine Crescent,4212,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
169,A 67220,WATERMAN,Mar-18,2018,2018-03-31T00:00:00,-27.8360008,153.3741647,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,Elusive Road,4209,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
153,A 63721,KINGSLEY,Mar-18,2018,2018-03-13T00:00:00,-25.5606345,152.6504942,vet,Adult (More than 4kg),,Other,FALSE,Hospital,,35 Sunset Court,4650,Fraser Coast Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
147,A 68844,CHARLIE GIRL,Mar-18,2018,2018-03-10T00:00:00,-27.5353677,153.1131977,RSPCA,Adult (More than 4kg),,In tree,TRUE,Hospital,RSPCA,322 Wecker Road,4122,Brisbane City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
150,A 54157,KIMBO,Mar-18,2018,2018-03-12T00:00:00,-27.5317187,153.1671738,Manly Rd Vet,Adult (More than 4kg),,On ground,FALSE,Hospital,,1 Waltisbuhl Way,4156,Brisbane City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
219,A 66333,LAUREN,Apr-18,2018,2018-04-28T00:00:00,-26.7585661,152.8013839,,Adult (More than 4kg),,On ground,FALSE,Hospital,,285 Reesville Road,4552,Sunshine Coast Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
174,A 66483,EOA,Apr-18,2018,2018-04-01T00:00:00,-27.392294,152.2388386,,Adult (More than 4kg),,In tree,TRUE,Hospital,,Palmtree Road,4311,Somerset Regional ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
187,A 66539,DOA,Apr-18,2018,2018-04-07T00:00:00,-27.3848167,152.4752926,IKPS vet euthanased,Adult (More than 4kg),,In tree,FALSE,Hospital,,137 Wills Road,4311,Somerset Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
197,A 66485,EOA,Apr-18,2018,2018-04-17T00:00:00,-27.4102546,152.5726446,,Adult (More than 4kg),,On ground,FALSE,Hospital,,529 Patrick Estate Road,4311,Somerset Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
199,A 66540,GERTY,Apr-18,2018,2018-04-18T00:00:00,-27.3386401,152.6137586,,Adult (More than 4kg),,In captivity,FALSE,Hospital,,Billies Bay,4306,Somerset Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
209,A 66541,SIMPSON,Apr-18,2018,2018-04-23T00:00:00,-27.4628872,152.5948621,,Adult (More than 4kg),,In tree,FALSE,Hospital,,120 Nerreman Road,4306,Somerset Regional ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
